instrument_id,stock_code,grid_sessions,both_days,raw_only_days,adj_only_days,neither_days,raw_only_or_neither_unexplained_days,cohort_included,cohort_reasons,independent_reasons,gate_a_status
19,000250,2459,2459,0,0,0,0,True,,,PASS
20,000440,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,EXCLUDED_UNSUPPORTED_EVENT
27,001000,2459,2459,0,0,0,0,False,RAW_TRADED_OHLC_INVALID;UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,RAW_TRADED_OHLC_INVALID;UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,EXCLUDED_DATA_DEFECT
33,001540,2459,2459,0,0,0,0,True,,,PASS
37,001810,2459,2459,0,0,0,0,True,,,PASS
38,001840,2459,2459,0,0,0,0,True,,,PASS
39,002230,2459,2459,0,0,0,0,True,,,PASS
40,002290,2459,2459,0,0,0,0,True,,,PASS
41,002680,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
42,002800,1681,1681,0,0,0,0,True,,,PASS
43,003100,2459,2459,0,0,0,0,True,,,PASS
44,003310,2459,2459,0,0,0,0,True,,,PASS
45,003380,1599,1599,0,0,0,0,False,CORPORATE_ACTION_PARTIAL;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,CORPORATE_ACTION_PARTIAL;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,EXCLUDED_DATA_DEFECT
47,003800,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,EXCLUDED_UNSUPPORTED_EVENT
52,004590,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,EXCLUDED_UNSUPPORTED_EVENT
53,004650,2317,2317,0,0,0,0,True,,,PASS
54,004780,2459,2459,0,0,0,0,True,,,PASS
55,005160,2459,2459,0,0,0,0,True,,,PASS
56,005290,2459,2459,0,0,0,0,True,,,PASS
58,005670,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
59,005710,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
60,005860,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
61,005990,2459,2459,0,0,0,0,False,CORPORATE_ACTION_PARTIAL;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,CORPORATE_ACTION_PARTIAL;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,EXCLUDED_DATA_DEFECT
62,006050,2459,2459,0,0,0,0,True,,,PASS
63,006140,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:DIVIDEND_OFF;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:DIVIDEND_OFF;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
64,006620,1447,1447,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
65,006730,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:DIVIDEND_OFF;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:DIVIDEND_OFF;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
67,006910,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
68,006920,2459,2459,0,0,0,0,True,,,PASS
71,007330,2459,2459,0,0,0,0,True,,,PASS
72,007370,2459,2459,0,0,0,0,True,,,PASS
73,007390,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
74,007530,2459,2459,0,0,0,0,False,UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_DATA_DEFECT
75,007680,1496,1496,0,0,0,0,True,,,PASS
76,007720,2459,2459,0,0,0,0,True,,,PASS
77,007770,2459,2459,0,0,0,0,True,,,PASS
78,007820,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
79,008290,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
81,008370,2459,2459,0,0,0,0,True,,,PASS
82,008470,2459,2459,0,0,0,0,True,,,PASS
83,008830,2459,2459,0,0,0,0,False,RAW_TRADED_OHLC_INVALID;UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,RAW_TRADED_OHLC_INVALID;UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,EXCLUDED_DATA_DEFECT
87,009300,2459,2459,0,0,0,0,True,,,PASS
89,009520,2459,2459,0,0,0,0,True,,,PASS
90,009620,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF;UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF;UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,EXCLUDED_UNSUPPORTED_EVENT
93,009730,2459,2459,0,0,0,0,False,CORPORATE_ACTION_PARTIAL;UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,CORPORATE_ACTION_PARTIAL;UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,EXCLUDED_DATA_DEFECT
94,009780,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
99,010170,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
101,010240,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
102,010280,2459,2459,0,0,0,0,False,UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF;UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF;UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,EXCLUDED_DATA_DEFECT
103,010470,2459,2459,0,0,0,0,True,,,PASS
105,011040,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,EXCLUDED_UNSUPPORTED_EVENT
106,011080,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
107,011320,2459,2459,0,0,0,0,True,,,PASS
108,011370,2459,2459,0,0,0,0,True,,,PASS
109,011560,2459,2459,0,0,0,0,True,,,PASS
112,012340,2459,2459,0,0,0,0,False,UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_DATA_DEFECT
113,012620,2459,2459,0,0,0,0,True,,,PASS
114,012700,2459,2459,0,0,0,0,True,,,PASS
115,012790,2459,2459,0,0,0,0,False,UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:DIVIDEND_OFF,UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:DIVIDEND_OFF,EXCLUDED_DATA_DEFECT
116,012860,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
118,013030,2459,2459,0,0,0,0,True,,,PASS
121,013120,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,EXCLUDED_UNSUPPORTED_EVENT
124,013310,1972,1972,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
125,013720,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF;UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF;UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,EXCLUDED_UNSUPPORTED_EVENT
126,013810,2459,2459,0,0,0,0,True,,,PASS
127,013990,2459,2459,0,0,0,0,True,,,PASS
128,014100,2459,2459,0,0,0,0,False,UNEXPLAINED_VENDOR_FACTOR,UNEXPLAINED_VENDOR_FACTOR,EXCLUDED_DATA_DEFECT
129,014190,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
130,014470,2459,2459,0,0,0,0,False,CORPORATE_ACTION_PARTIAL;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,CORPORATE_ACTION_PARTIAL;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,EXCLUDED_DATA_DEFECT
131,014570,2459,2459,0,0,0,0,True,,,PASS
132,014620,2459,2459,0,0,0,0,True,,,PASS
133,014940,2459,2459,0,0,0,0,True,,,PASS
135,014970,2459,2459,0,0,0,0,True,,,PASS
136,015710,2459,2459,0,0,0,0,True,,,PASS
137,015750,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
138,016100,2459,2459,0,0,0,0,True,,,PASS
139,016250,2459,2459,0,0,0,0,False,CORPORATE_ACTION_PARTIAL;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION;UNSUPPORTED_OR_UNPRICED_EVENT:DIVIDEND_OFF,CORPORATE_ACTION_PARTIAL;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION;UNSUPPORTED_OR_UNPRICED_EVENT:DIVIDEND_OFF,EXCLUDED_DATA_DEFECT
140,016600,2459,2459,0,0,0,0,True,,,PASS
141,016670,2459,2459,0,0,0,0,False,CORPORATE_ACTION_PARTIAL;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,CORPORATE_ACTION_PARTIAL;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_DATA_DEFECT
142,016790,1375,1375,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF;UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF;UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,EXCLUDED_UNSUPPORTED_EVENT
143,016920,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
144,017000,2459,2459,0,0,0,0,True,,,PASS
145,017250,2459,2459,0,0,0,0,False,UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:DIVIDEND_OFF,UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:DIVIDEND_OFF,EXCLUDED_DATA_DEFECT
146,017480,2459,2459,0,0,0,0,True,,,PASS
147,017510,2459,2459,0,0,0,0,True,,,PASS
148,017650,2459,2459,0,0,0,0,True,,,PASS
149,017890,2459,2459,0,0,0,0,True,,,PASS
150,018000,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
151,018120,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,EXCLUDED_UNSUPPORTED_EVENT
152,018290,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
153,018310,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
154,018620,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:DIVIDEND_OFF;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:DIVIDEND_OFF;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
155,018680,2459,2459,0,0,0,0,False,UNEXPLAINED_VENDOR_FACTOR,UNEXPLAINED_VENDOR_FACTOR,EXCLUDED_DATA_DEFECT
156,018700,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
157,019010,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,EXCLUDED_UNSUPPORTED_EVENT
158,019210,2459,2459,0,0,0,0,True,,,PASS
159,019540,2459,2459,0,0,0,0,True,,,PASS
160,019550,2459,2459,0,0,0,0,True,,,PASS
161,019570,2459,2459,0,0,0,0,False,UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,EXCLUDED_DATA_DEFECT
162,019660,2459,2459,0,0,0,0,True,,,PASS
163,019770,2459,2459,0,0,0,0,True,,,PASS
164,019990,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
165,020180,2459,2459,0,0,0,0,True,,,PASS
166,020400,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,EXCLUDED_UNSUPPORTED_EVENT
167,020710,2459,2459,0,0,0,0,True,,,PASS
168,021040,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
170,021080,2459,2459,0,0,0,0,True,,,PASS
171,021320,2459,2459,0,0,0,0,True,,,PASS
172,021650,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
173,021880,2459,2459,0,0,0,0,False,UNEXPLAINED_VENDOR_FACTOR,UNEXPLAINED_VENDOR_FACTOR,EXCLUDED_DATA_DEFECT
174,022220,2459,2459,0,0,0,0,True,,,PASS
175,023160,2459,2459,0,0,0,0,True,,,PASS
176,023410,2459,2459,0,0,0,0,False,CORPORATE_ACTION_PARTIAL;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,CORPORATE_ACTION_PARTIAL;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,EXCLUDED_DATA_DEFECT
177,023440,2459,2459,0,0,0,0,False,UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_DATA_DEFECT
178,023600,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
179,023760,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
180,023770,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
181,023790,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
182,023900,2459,2459,0,0,0,0,False,UNEXPLAINED_VENDOR_FACTOR,UNEXPLAINED_VENDOR_FACTOR,EXCLUDED_DATA_DEFECT
183,023910,2459,2459,0,0,0,0,True,,,PASS
184,024060,2459,2459,0,0,0,0,True,,,PASS
185,024120,2459,2459,0,0,0,0,True,,,PASS
186,024740,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
187,024800,2459,2459,0,0,0,0,True,,,PASS
188,024830,2459,2459,0,0,0,0,False,UNEXPLAINED_VENDOR_FACTOR,UNEXPLAINED_VENDOR_FACTOR,EXCLUDED_DATA_DEFECT
189,024840,2459,2459,0,0,0,0,False,UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_DATA_DEFECT
190,024850,2459,2459,0,0,0,0,True,,,PASS
191,024880,2459,2459,0,0,0,0,True,,,PASS
192,024910,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
193,024940,2459,2459,0,0,0,0,True,,,PASS
194,024950,2459,2459,0,0,0,0,True,,,PASS
195,025320,2459,2459,0,0,0,0,False,UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_DATA_DEFECT
196,025440,2459,2459,0,0,0,0,True,,,PASS
197,025550,2459,2459,0,0,0,0,True,,,PASS
198,025770,2459,2459,0,0,0,0,True,,,PASS
199,025870,2459,2459,0,0,0,0,True,,,PASS
200,025880,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
201,025900,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:DIVIDEND_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:DIVIDEND_OFF,EXCLUDED_UNSUPPORTED_EVENT
202,025950,2459,2459,0,0,0,0,True,,,PASS
203,025980,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,EXCLUDED_UNSUPPORTED_EVENT
204,026040,2459,2459,0,0,0,0,True,,,PASS
205,026150,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
206,026910,2459,2459,0,0,0,0,True,,,PASS
207,027040,2459,2459,0,0,0,0,True,,,PASS
208,027050,2459,2459,0,0,0,0,True,,,PASS
209,027360,1260,1260,0,0,0,0,True,,,PASS
210,027580,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
211,027710,2459,2459,0,0,0,0,True,,,PASS
212,027830,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
213,028080,2459,2459,0,0,0,0,True,,,PASS
214,028300,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:DIVIDEND_OFF;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:DIVIDEND_OFF;UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
215,029480,2459,2459,0,0,0,0,False,CORPORATE_ACTION_PARTIAL;UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION;UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,CORPORATE_ACTION_PARTIAL;UNEXPLAINED_VENDOR_FACTOR;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION;UNSUPPORTED_OR_UNPRICED_EVENT:SPLIT,EXCLUDED_DATA_DEFECT
216,030350,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
217,030520,2459,2459,0,0,0,0,True,,,PASS
218,030530,2459,2459,0,0,0,0,False,CORPORATE_ACTION_PARTIAL;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,CORPORATE_ACTION_PARTIAL;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,EXCLUDED_DATA_DEFECT
219,030960,2459,2459,0,0,0,0,True,,,PASS
220,031310,2459,2459,0,0,0,0,True,,,PASS
221,031330,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
222,031510,2459,2459,0,0,0,0,True,,,PASS
223,031860,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,EXCLUDED_UNSUPPORTED_EVENT
224,031980,2459,2459,0,0,0,0,False,CORPORATE_ACTION_PARTIAL;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,CORPORATE_ACTION_PARTIAL;UNSUPPORTED_OR_UNPRICED_EVENT:CAPITAL_REDUCTION,EXCLUDED_DATA_DEFECT
225,032080,2459,2459,0,0,0,0,True,,,PASS
226,032190,2459,2459,0,0,0,0,True,,,PASS
227,032280,2459,2459,0,0,0,0,True,,,PASS
228,032300,836,836,0,0,0,0,True,,,PASS
229,032500,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:RIGHTS_OFF,EXCLUDED_UNSUPPORTED_EVENT
230,032540,2459,2459,0,0,0,0,True,,,PASS
231,032580,2459,2459,0,0,0,0,True,,,PASS
232,032620,2459,2459,0,0,0,0,True,,,PASS
233,032680,2459,2459,0,0,0,0,True,,,PASS
235,032750,2459,2459,0,0,0,0,False,UNSUPPORTED_OR_UNPRICED_EVENT:DIVIDEND_OFF,UNSUPPORTED_OR_UNPRICED_EVENT:DIVIDEND_OFF,EXCLUDED_UNSUPPORTED_EVENT
